Timestamp,UserInput,Left_Landmark_0_X,Left_Landmark_1_X,Left_Landmark_2_X,Left_Landmark_3_X,Left_Landmark_4_X,Left_Landmark_5_X,Left_Landmark_6_X,Left_Landmark_7_X,Left_Landmark_8_X,Left_Landmark_9_X,Left_Landmark_10_X,Left_Landmark_11_X,Left_Landmark_12_X,Left_Landmark_13_X,Left_Landmark_14_X,Left_Landmark_15_X,Left_Landmark_16_X,Left_Landmark_17_X,Left_Landmark_18_X,Left_Landmark_19_X,Left_Landmark_20_X,Left_Landmark_0_Y,Left_Landmark_1_Y,Left_Landmark_2_Y,Left_Landmark_3_Y,Left_Landmark_4_Y,Left_Landmark_5_Y,Left_Landmark_6_Y,Left_Landmark_7_Y,Left_Landmark_8_Y,Left_Landmark_9_Y,Left_Landmark_10_Y,Left_Landmark_11_Y,Left_Landmark_12_Y,Left_Landmark_13_Y,Left_Landmark_14_Y,Left_Landmark_15_Y,Left_Landmark_16_Y,Left_Landmark_17_Y,Left_Landmark_18_Y,Left_Landmark_19_Y,Left_Landmark_20_Y,Left_Landmark_0_Z,Left_Landmark_1_Z,Left_Landmark_2_Z,Left_Landmark_3_Z,Left_Landmark_4_Z,Left_Landmark_5_Z,Left_Landmark_6_Z,Left_Landmark_7_Z,Left_Landmark_8_Z,Left_Landmark_9_Z,Left_Landmark_10_Z,Left_Landmark_11_Z,Left_Landmark_12_Z,Left_Landmark_13_Z,Left_Landmark_14_Z,Left_Landmark_15_Z,Left_Landmark_16_Z,Left_Landmark_17_Z,Left_Landmark_18_Z,Left_Landmark_19_Z,Left_Landmark_20_Z
240810163943,0,0.0,-0.04273885488510132,-0.07830941677093506,-0.10797357559204102,-0.13328766822814941,-0.08247774839401245,-0.08099585771560669,-0.08006465435028076,-0.08030122518539429,-0.06220000982284546,-0.03730088472366333,-0.027775228023529053,-0.02997642755508423,-0.033749163150787354,-0.014549553394317627,-0.007315456867218018,-0.008289813995361328,-0.003992557525634766,0.011295914649963379,0.017426133155822754,0.015658140182495117,0.0,-0.0009559392929077148,0.022537410259246826,0.04007446765899658,0.03285187482833862,0.09910321235656738,0.17255431413650513,0.21798360347747803,0.25248485803604126,0.12058669328689575,0.14199352264404297,0.11543089151382446,0.09655368328094482,0.12994295358657837,0.13918519020080566,0.11640095710754395,0.09701067209243774,0.13551872968673706,0.1474706530570984,0.12535345554351807,0.10627251863479614,0.0,0.020484610741053233,0.01953533040455402,0.014391921740983138,0.008870999609146724,0.002775000222985158,0.005223295000408301,0.002061755211119065,-0.0028203418003129865,-0.00939560374149262,0.0025965506686163042,0.009378975537632117,0.009872762766693244,-0.018169996048297277,-0.00018482782956819044,0.010338014272068152,0.010195925180826793,-0.02672520344981133,-0.009437363314415803,0.0014636688176807855,0.004461373948518643
240810163943,0,0.0,-0.04437834024429321,-0.07981646060943604,-0.1103619933128357,-0.13570713996887207,-0.08602738380432129,-0.0836978554725647,-0.08363533020019531,-0.08404475450515747,-0.06628328561782837,-0.04194509983062744,-0.03231853246688843,-0.03395181894302368,-0.03883856534957886,-0.019456088542938232,-0.011540353298187256,-0.012010335922241211,-0.01023852825164795,0.004385530948638916,0.010709822177886963,0.009514153003692627,0.0,-0.0001691579818725586,0.021060049533843994,0.03698986768722534,0.03226292133331299,0.09490609169006348,0.16985970735549927,0.21522104740142822,0.24986469745635986,0.11488020420074463,0.14129626750946045,0.11563849449157715,0.09621423482894897,0.12537610530853271,0.13914722204208374,0.11726135015487671,0.09864211082458496,0.1333369016647339,0.1464465856552124,0.12408775091171265,0.1056637167930603,0.0,0.02476431438885629,0.024867311215028165,0.01975180218182504,0.014284673241898416,0.0063089761901646835,0.008361726162955163,0.00506349848769605,0.00027684256969950916,-0.008283732363954188,0.003347097292542456,0.010746012536808847,0.011744965894147752,-0.019358983168378474,-0.0010872605703771132,0.01078714067302644,0.011596826000139115,-0.029951058233156802,-0.011822326013818385,0.00019421982183120967,0.0039187619481235725
240810163943,0,0.0,-0.04544740915298462,-0.08003771305084229,-0.10961499810218811,-0.1347339153289795,-0.08469545841217041,-0.0825568437576294,-0.08168214559555054,-0.0811498761177063,-0.06470990180969238,-0.041120946407318115,-0.032276690006256104,-0.03321075439453125,-0.03684496879577637,-0.018156886100769043,-0.010834217071533203,-0.010372400283813477,-0.008304774761199951,0.006342947483062744,0.011873781681060791,0.010692834854125977,0.0,-0.0006987452507019043,0.02032911777496338,0.03706192970275879,0.03534245491027832,0.09577018022537231,0.1694563627243042,0.21394985914230347,0.24767231941223145,0.11538964509963989,0.14034974575042725,0.11487966775894165,0.09513163566589355,0.12481135129928589,0.13914835453033447,0.11709123849868774,0.0984010100364685,0.13209915161132812,0.14579284191131592,0.12370675802230835,0.10564672946929932,0.0,0.027575735559574044,0.02989248987089721,0.026781015654912865,0.023459876512995637,0.011957079728952325,0.01583248432528106,0.014119975825658715,0.01055891215603677,-0.0029175778870669244,0.009928918069115555,0.018256968444100297,0.0202167486752185,-0.014258227685579383,0.004189273899308121,0.016981801574936783,0.01901619192015258,-0.02477081436861428,-0.006800352038928592,0.0057461351136478545,0.010376578753701127
240810163943,0,0.0,-0.04477173089981079,-0.07963299751281738,-0.1094171404838562,-0.13420510292053223,-0.08420348167419434,-0.08217185735702515,-0.08191496133804321,-0.08195507526397705,-0.06447261571884155,-0.03994673490524292,-0.031344056129455566,-0.03290295600891113,-0.03666889667510986,-0.01750713586807251,-0.010691523551940918,-0.010963797569274902,-0.008040904998779297,0.007288217544555664,0.01249629259109497,0.01080024242401123,0.0,-0.001227736473083496,0.020084142684936523,0.03726106882095337,0.03512716293334961,0.09494990110397339,0.16926205158233643,0.213701069355011,0.24720913171768188,0.11519455909729004,0.139107346534729,0.11348050832748413,0.09419184923171997,0.12506771087646484,0.13751018047332764,0.11555725336074829,0.09730613231658936,0.13266795873641968,0.14410758018493652,0.12193602323532104,0.10431909561157227,0.0,0.025307128768226272,0.02638326827790416,0.02241523247565902,0.01821841355766929,0.008043647374769813,0.010748281705936558,0.008342148367127544,0.004283289987405903,-0.006178675122747057,0.005649911802074081,0.013663436848482258,0.015305719900688297,-0.016951685209015244,0.000580752423310793,0.012886420454641945,0.014495352845451004,-0.027074219096639984,-0.00978729165736758,0.0022479187266883915,0.006425033885797626
240810163943,0,0.0,-0.044086456298828125,-0.07865989208221436,-0.10839682817459106,-0.13332918286323547,-0.08417487144470215,-0.08160567283630371,-0.08124369382858276,-0.08113229274749756,-0.06465655565261841,-0.04022872447967529,-0.03130429983139038,-0.03289598226547241,-0.03718310594558716,-0.01772916316986084,-0.010502398014068604,-0.010883152484893799,-0.008749961853027344,0.006225764751434326,0.011943459510803223,0.010533750057220459,0.0,1.0371208190917969e-05,0.021982014179229736,0.03877538442611694,0.03596305847167969,0.0956803560256958,0.1691218614578247,0.21313273906707764,0.2465861439704895,0.11529970169067383,0.14056897163391113,0.11558705568313599,0.09644931554794312,0.1250622272491455,0.13875120878219604,0.11700892448425293,0.09886598587036133,0.13250422477722168,0.14523619413375854,0.12319809198379517,0.10536503791809082,0.0,0.025828570829239172,0.027208256305661482,0.023290051849093718,0.0190976827903655,0.00984854228189258,0.012773339407053275,0.010317215466406626,0.006212589101400656,-0.004763454894069152,0.007426667728927416,0.0151606143950489,0.016563695625868124,-0.016023927597794252,0.001873650009278638,0.013884742514696402,0.015260792107787413,-0.026633859841618257,-0.009201227916869836,0.0026998850549575515,0.006758370207157416
240810163943,0,0.0,-0.04399394989013672,-0.07881832122802734,-0.1085864007472992,-0.13362586498260498,-0.08316469192504883,-0.08090531826019287,-0.08057838678359985,-0.08050304651260376,-0.06358647346496582,-0.03795689344406128,-0.029173433780670166,-0.03104633092880249,-0.036072373390197754,-0.015439033508300781,-0.008562445640563965,-0.00939786434173584,-0.007912695407867432,0.008290112018585205,0.01377493143081665,0.011869668960571289,0.0,-0.00016361474990844727,0.021595299243927002,0.03799837827682495,0.03575485944747925,0.09729641675949097,0.17041075229644775,0.21421289443969727,0.24776440858840942,0.11616736650466919,0.14127689599990845,0.11509817838668823,0.0959395170211792,0.12513035535812378,0.1393963098526001,0.11649739742279053,0.09828746318817139,0.13208532333374023,0.14464181661605835,0.12148505449295044,0.10369181632995605,0.0,0.025693726304179876,0.026767688381678312,0.022590723398334234,0.01818607425988361,0.009386036123341768,0.011648634958273618,0.008973422038561552,0.004830184436595886,-0.005274191920452864,0.005754150028533189,0.013491672973341196,0.015220671470469682,-0.01663825423716858,-9.351026497839143e-05,0.012160649101442544,0.014084418813890665,-0.02732791141866997,-0.01060286206453398,0.0014459420202364015,0.005807596768445222
240810163943,0,0.0,-0.04396086931228638,-0.07903629541397095,-0.10905620455741882,-0.13476169109344482,-0.08259344100952148,-0.08018803596496582,-0.08030682802200317,-0.08063524961471558,-0.06290274858474731,-0.037127792835235596,-0.028357207775115967,-0.030193805694580078,-0.035505831241607666,-0.015133142471313477,-0.008259892463684082,-0.00905919075012207,-0.007379889488220215,0.008325576782226562,0.013685941696166992,0.011832833290100098,0.0,0.00015205144882202148,0.022614002227783203,0.03939962387084961,0.03587836027145386,0.09808337688446045,0.17078399658203125,0.21471059322357178,0.24839508533477783,0.11718398332595825,0.14144182205200195,0.11533701419830322,0.09605306386947632,0.12648260593414307,0.14026081562042236,0.11768323183059692,0.09920006990432739,0.13359969854354858,0.1459212303161621,0.12299144268035889,0.10486751794815063,0.0,0.024542516258718283,0.02513696455693415,0.020506555375816138,0.01554741912818125,0.008538057257594378,0.010562747878195555,0.007318692908795388,0.0026720070030408216,-0.0059730837371332335,0.004960808132948191,0.01196857930457762,0.013030938034118922,-0.01725498198234865,-0.00056747173826599,0.010927443553866656,0.01206658703571728,-0.02800937912130186,-0.01126944257581064,0.00037893741804717607,0.004260105242194445
240810163943,0,0.0,-0.04389685392379761,-0.07925260066986084,-0.10953345894813538,-0.13513308763504028,-0.08311957120895386,-0.08130401372909546,-0.08125442266464233,-0.08158278465270996,-0.06389206647872925,-0.038076162338256836,-0.028381049633026123,-0.030072152614593506,-0.03669458627700806,-0.016106069087982178,-0.00871962308883667,-0.0096932053565979,-0.008597254753112793,0.007288038730621338,0.013049304485321045,0.011195361614227295,0.0,-9.959936141967773e-05,0.022230029106140137,0.039409756660461426,0.03636854887008667,0.09708434343338013,0.1706939935684204,0.21467357873916626,0.24811744689941406,0.1163511872291565,0.1417444944381714,0.11602318286895752,0.09715592861175537,0.1258412003517151,0.13945221900939941,0.11721205711364746,0.09911316633224487,0.1329951286315918,0.14444893598556519,0.12159281969070435,0.10379517078399658,0.0,0.0253726469961002,0.026115257540066494,0.021527620279510273,0.016633712002356305,0.008202910670359387,0.010349161238689675,0.0075487706487074036,0.003172235577647342,-0.00677296354873036,0.004265552168060793,0.011905646198709263,0.013396809124667897,-0.018392722806613193,-0.001437940038460539,0.010567090721149697,0.01199189132573153,-0.029418427250067936,-0.01237249629078363,-0.00045660611097630976,0.0035835176383152145
240810163943,0,0.0,-0.04491126537322998,-0.07975924015045166,-0.10941338539123535,-0.13418245315551758,-0.08337759971618652,-0.0819438099861145,-0.08220434188842773,-0.08303302526473999,-0.06267720460891724,-0.03927934169769287,-0.03043985366821289,-0.03176891803741455,-0.034878671169281006,-0.01732659339904785,-0.010153651237487793,-0.010007798671722412,-0.00679093599319458,0.006571471691131592,0.011981606483459473,0.010900437831878662,0.0,-0.00022035837173461914,0.021321654319763184,0.03830677270889282,0.036572277545928955,0.09748572111129761,0.1693652868270874,0.21382492780685425,0.2479344606399536,0.11743897199630737,0.1403414011001587,0.11378610134124756,0.09354335069656372,0.12759113311767578,0.13874030113220215,0.11669033765792847,0.09802573919296265,0.1350805163383484,0.1463937759399414,0.12389475107192993,0.10560613870620728,0.0,0.022338265378675892,0.022052381013236477,0.01697388460179372,0.01151985005726619,0.006579185195914938,0.008406973269484475,0.00442902400409384,-0.0007456596938935078,-0.006654235708810852,0.003429479955411985,0.009090513747833207,0.009412097570202782,-0.016558718110718296,0.0002009382444159158,0.010853992600641682,0.011352294881544545,-0.02613655122677283,-0.008761941629745529,0.002633186115599706,0.006174093869231179
240810163943,0,0.0,-0.04392808675765991,-0.07889723777770996,-0.10901737213134766,-0.1343008279800415,-0.08364206552505493,-0.08212018013000488,-0.08164793252944946,-0.0814293622970581,-0.064150869846344,-0.039041996002197266,-0.03001159429550171,-0.03185915946960449,-0.036810100078582764,-0.016365408897399902,-0.009191811084747314,-0.01005476713180542,-0.008595943450927734,0.006726324558258057,0.012340545654296875,0.010530531406402588,0.0,0.00011944770812988281,0.021732747554779053,0.03863871097564697,0.03631716966629028,0.09711331129074097,0.17026370763778687,0.21476513147354126,0.2488459348678589,0.1163179874420166,0.1402638554573059,0.11437630653381348,0.09501922130584717,0.1255582571029663,0.13918375968933105,0.11674761772155762,0.09807604551315308,0.13269978761672974,0.1459173560142517,0.12361907958984375,0.1055566668510437,0.0,0.024998186486412166,0.02581626209859955,0.021452185096789478,0.016832661213923572,0.008488783943105815,0.010886213141132473,0.008075166823912738,0.003760503003944038,-0.0058871923437227025,0.005563317197013973,0.013075218866218208,0.0144952734509598,-0.01692345332856071,0.00018061413277159488,0.012123155737866043,0.013620610679138778,-0.027353768837999226,-0.010433429521869542,0.0014311015648882375,0.005572235541988491
